AGENCY_ID,ORGANIZATION_ID
TXDPS,TX11012H1
TXDPS,TX111053J
TXDPS,TX111063J
TXDPS,TX11107H1
TXDPS,TX1120900
TXDPS,TX11209H1
TXDPS,TX1130800
TXDPS,TX11308H1
TXDPS,TX11503H1
TXDPS,TX11605H1
TXDPS,TX11608H1
TXDPS,TX11609H1
TXDPS,TX1162200
TXDPS,TX11622H1
TXDPS,TX1162300
TXDPS,TX11623H1
TXDPS,TX117013N
TXDPS,TX1170900
TXDPS,TX11709H1
TXDPS,TX11905H1
TXDPS,TX12002H1
TXDPS,TX1210900
TXDPS,TX12109H1
TXDPS,TX12315H1
TXDPS,TX12318H1
TXDPS,TX12407H1
TXDPS,TX125015V
TXDPS,TX12501H1
TXDPS,TX12502H1
TXDPS,TX12608H1
TXDPS,TX126093J
TXDPS,TX1261700
TXDPS,TX12617H1
TXDPS,TX12906H1
TXDPS,TX12910H1
TXDPS,TX12911H1
TXDPS,TX12915H1
TXDPS,TX12916H1
TXDPS,TX12917H1
TXDPS,TX1292000
TXDPS,TX12920H1
TXDPS,TX1292100
TXDPS,TX12921H1
TXDPS,TX1292200
TXDPS,TX12922H1
TXDPS,TX130015J
TXDPS,TX132013G
TXDPS,TX133025A
TXDPS,TX13304H1
TXDPS,TX136015J
TXDPS,TX13708H1
TXDPS,TX13802H1
TXDPS,TX13903H1
TXDPS,TX13904H1
TXDPS,TX13908H1
TXDPS,TX1391400
TXDPS,TX13914H1
TXDPS,TX14108H1
TXDPS,TX14302H1
TXDPS,TX14407H1
TXDPS,TX14511H1
TXDPS,TX146019Q
TXDPS,TX14710H1
TXDPS,TX14802H1
TXDPS,TX14905H1
TXDPS,TX15001H1
TXDPS,TX152015U
TXDPS,TX15213H1
TXDPS,TX15215H1
TXDPS,TX15219H1
TXDPS,TX1522700
TXDPS,TX15227H1
TXDPS,TX15305H1
TXDPS,TX15508H1
TXDPS,TX15527H1
TXDPS,TX159015J
TXDPS,TX16105H1
TXDPS,TX16108H1
TXDPS,TX16110H1
TXDPS,TX16202H1
TXDPS,TX16203H1
TXDPS,TX16306H1
TXDPS,TX1631100
TXDPS,TX16311H1
TXDPS,TX1650112
TXDPS,TX165015U
TXDPS,TX1650900
TXDPS,TX16509H1
TXDPS,TX17000SR
TXDPS,TX17011H1
TXDPS,TX17021H1
TXDPS,TX17023H1
TXDPS,TX17031H1
TXDPS,TX17203H1
TXDPS,TX1720900
TXDPS,TX17209H1
TXDPS,TX1740212
TXDPS,TX17406H1
TXDPS,TX17407H1
TXDPS,TX17409H1
TXDPS,TX17410H1
TXDPS,TX1741100
TXDPS,TX17411H1
TXDPS,TX17509H1
TXDPS,TX17510H1
TXDPS,TX17513H1
TXDPS,TX1751700
TXDPS,TX17517H1
TXDPS,TX17601H1
TXDPS,TX17604H1
TXDPS,TX17807H1
TXDPS,TX17809H1
TXDPS,TX1782000
TXDPS,TX17820H1
TXDPS,TX17902H1
TXDPS,TX180013G
TXDPS,TX18001H1
TXDPS,TX18108H1
TXDPS,TX18204H1
TXDPS,TX18207H1
TXDPS,TX18209H1
TXDPS,TX18302H1
TXDPS,TX18304H1
TXDPS,TX1830500
TXDPS,TX18305H1
TXDPS,TX18402H1
TXDPS,TX18404H1
TXDPS,TX18409H1
TXDPS,TX18411H1
TXDPS,TX1841200
TXDPS,TX18412H1
TXDPS,TX1841300
TXDPS,TX18413H1
TXDPS,TX18503H1
TXDPS,TX18604H1
TXDPS,TX18803H1
TXDPS,TX1881100
TXDPS,TX18901H1
TXDPS,TX19006H1
TXDPS,TX19007H1
TXDPS,TX1910600
TXDPS,TX19106H1
TXDPS,TX19301H1
TXDPS,TX1950212
TXDPS,TX19603H1
TXDPS,TX19604H1
TXDPS,TX19801H1
TXDPS,TX19804H1
TXDPS,TX19806H1
TXDPS,TX19810H1
TXDPS,TX19907H1
TXDPS,TX1990900
TXDPS,TX19909H1
TXDPS,TX1991000
TXDPS,TX19910H1
TXDPS,TX200031J
TXDPS,TX20107H1
TXDPS,TX20108H1
TXDPS,TX20301H1
TXDPS,TX20401H1
TXDPS,TX20404H1
TXDPS,TX210011J
TXDPS,TX21006H1
TXDPS,TX211015J
TXDPS,TX212035U
TXDPS,TX2122000
TXDPS,TX21220H1
TXDPS,TX2122100
TXDPS,TX21221H1
TXDPS,TX2122200
TXDPS,TX21222H1
TXDPS,TX2122300
TXDPS,TX21223H1
TXDPS,TX2130500
TXDPS,TX21305H1
TXDPS,TX21405H1
TXDPS,TX21406H1
TXDPS,TX21407H1
TXDPS,TX21410H1
TXDPS,TX2141400
TXDPS,TX21414H1
TXDPS,TX2141500
TXDPS,TX21415H1
TXDPS,TX2141600
TXDPS,TX21416H1
TXDPS,TX2150300
TXDPS,TX21503H1
TXDPS,TX217013G
TXDPS,TX21901H1
TXDPS,TX220025U
TXDPS,TX220029E
TXDPS,TX220045U
TXDPS,TX220065U
TXDPS,TX22007H1
TXDPS,TX2203612
TXDPS,TX22043H1
TXDPS,TX22044H1
TXDPS,TX22045H1
TXDPS,TX22046H1
TXDPS,TX22052H1
TXDPS,TX22057H1
TXDPS,TX22058H1
TXDPS,TX2206600
TXDPS,TX22066H1
TXDPS,TX2206700
TXDPS,TX22067H1
TXDPS,TX2206800
TXDPS,TX22068H1
TXDPS,TX2206900
TXDPS,TX22069H1
TXDPS,TX22110H1
TXDPS,TX2230300
TXDPS,TX22303H1
TXDPS,TX224013G
TXDPS,TX22504H1
TXDPS,TX22505H1
TXDPS,TX22507H1
TXDPS,TX2260112
TXDPS,TX22701SR
TXDPS,TX22703H1
TXDPS,TX227075U
TXDPS,TX227095U
TXDPS,TX227165U
TXDPS,TX227173J
TXDPS,TX227195J
TXDPS,TX22725H1
TXDPS,TX22729H1
TXDPS,TX22732H1
TXDPS,TX22739H1
TXDPS,TX2274200
TXDPS,TX22742H1
TXDPS,TX22751H1
TXDPS,TX2275200
TXDPS,TX22752H1
TXDPS,TX2290600
TXDPS,TX22906H1
TXDPS,TX23004H1
TXDPS,TX23006H1
TXDPS,TX2320700
TXDPS,TX23207H1
TXDPS,TX2320800
TXDPS,TX23208H1
TXDPS,TX23304H1
TXDPS,TX23305H1
TXDPS,TX23408H1
TXDPS,TX2341300
TXDPS,TX23413H1
TXDPS,TX23505H1
TXDPS,TX23506H1
TXDPS,TX23602H1
TXDPS,TX23604H1
TXDPS,TX23712H1
TXDPS,TX2371300
TXDPS,TX23713H1
TXDPS,TX23906H1
TXDPS,TX24008H1
TXDPS,TX24010H1
TXDPS,TX24109H1
TXDPS,TX24309H1
TXDPS,TX24310H1
TXDPS,TX24312H1
TXDPS,TX2431400
TXDPS,TX24314H1
TXDPS,TX24403H1
TXDPS,TX2440400
TXDPS,TX24404H1
TXDPS,TX2451000
TXDPS,TX24510H1
TXDPS,TX24601H1
TXDPS,TX24608H1
TXDPS,TX24624H1
TXDPS,TX2462800
TXDPS,TX24628H1
TXDPS,TX247011J
TXDPS,TX24802H1
TXDPS,TX2490012
TXDPS,TX24904H1
TXDPS,TX24905H1
TXDPS,TX24907H1
TXDPS,TX2501000
TXDPS,TX25010H1
TXDPS,TX25304H1
TXDPS,TX25306H1
TXDPS,TX2530700
TXDPS,TX25307H1
TXDPS,TX923282Z
TXDPS,TX923376Z
TXDPS,TX923428Z
TXDPS,TX923628Z
TXDPS,TX923682Z
TXDPS,TX923683Z
TXDPS,TX923684Z
TXDPS,TX923685Z
TXDPS,TX923686Z
TXDPS,TX923688Z
TXDPS,TX923689Z
TXDPS,TX923690Z
TXDPS,TX923691Z
TXDPS,TX923692Z
TXDPS,TX923693Z
TXDPS,TX923694Z
TXDPS,TX923695Z
TXDPS,TX923696Z
TXDPS,TX923697Z
TXDPS,TX923698Z
TXDPS,TX923699Z
TXDPS,TX923700Z
TXDPS,TX923701Z
TXDPS,TX923702Z
TXDPS,TX923703Z
TXDPS,TX923704Z
TXDPS,TX923705Z
TXDPS,TX923706Z
TXDPS,TX923707Z
TXDPS,TX923708Z
TXDPS,TX923709Z
TXDPS,TX923710Z
TXDPS,TX923711Z
TXDPS,TX923712Z
TXDPS,TX923713Z
TXDPS,TX923714Z
TXDPS,TX923716Z
TXDPS,TX923717Z
TXDPS,TX923718Z
TXDPS,TX923719Z
TXDPS,TX923720Z
TXDPS,TX923721Z
TXDPS,TX923722Z
TXDPS,TX923723Z
TXDPS,TX923724Z
TXDPS,TX923725Z
TXDPS,TX923726Z
TXDPS,TX923727Z
TXDPS,TX923728Z
TXDPS,TX923729Z
TXDPS,TX923730Z
TXDPS,TX923731Z
TXDPS,TX923732Z
TXDPS,TX923733Z
TXDPS,TX923734Z
TXDPS,TX923735Z
TXDPS,TX923736Z
TXDPS,TX923737Z
TXDPS,TX923738Z
TXDPS,TX923739Z
TXDPS,TX923740Z
TXDPS,TX923741Z
TXDPS,TX923742Z
TXDPS,TX923743Z
TXDPS,TX923744Z
TXDPS,TX923746Z
TXDPS,TX923747Z
TXDPS,TX923748Z
TXDPS,TX923749Z
TXDPS,TX923750Z
TXDPS,TX923751Z
TXDPS,TX923752Z
TXDPS,TX923753Z
TXDPS,TX923754Z
TXDPS,TX923755Z
TXDPS,TX923756Z
TXDPS,TX923757Z
TXDPS,TX923758Z
TXDPS,TX923759Z
TXDPS,TX923760Z
TXDPS,TX923761Z
TXDPS,TX923762Z
TXDPS,TX923763Z
TXDPS,TX923764Z
TXDPS,TX923765Z
TXDPS,TX923767Z
TXDPS,TX923768Z
TXDPS,TXCBP6600
TXDPS,TXCUP0000
TXDPS,TXDI005H1
TXDPS,TXDI014H1
TXDPS,TXDOD01SR
TXDPS,TXDPD00H2
TXDPS,TXDPS07H1
TXDPS,TXDPS4484
TXDPS,TXDPS8800
TXDPS,TXDPS8900
TXDPS,TXDPSNL00
TXDPS,TXEREVIEW
TXDPS,TXFBIMD00
TXDPS,TXICE5900
TXDPS,TXICE6900
TXDPS,TXLAW0000
TXDPS,TXPO00600
TXDPS,TXSAA001Z
TXDPS,TXUSM13S0
TXDPS,TXVA01100
TXDPS,TX0780300
TXDPS,TX07803H1
TXDPS,TX2270912
TXDPS,TX923770Z
TXDPS,TX923772Z
TXDPS,TX1551212
TXDPS,TX12905SR
TXDPS,TX1330800
TXDPS,TX13308H1
TXDPS,TX2141700
TXDPS,TX21417H1
TXDPS,TX923769Z
TXDPS,TX02000SR
TXDPS,TX0579100
TXDPS,TX05791H1
TXDPS,TX0579900
TXDPS,TX05799H1
TXDPS,TX0640700
TXDPS,TX06407H1
TXDPS,TX13003H1
TXDPS,TX13906H1
TXDPS,TX1710600
TXDPS,TX17106H1
TXDPS,TX2080700
TXDPS,TX20807H1
TXDPS,TX2101500
TXDPS,TX21015H1
TXDPS,TX923766Z
TXDPS,TX923771Z
TXDPS,TX00314H1
TXDPS,TX031183J
TXDPS,TX12311H1
TXDPS,TX2101600
TXDPS,TX21016H1
TXDPS,TX923775Z
TXDPS,TX093113J
TXDPS,TX19602H1
TXDPS,TX220333J
TXDPS,TX227015D
TXDPS,TX923773Z
TXDPS,TX923774Z
TXDPS,TX923776Z
TXDPS,TX923777Z
TXDPS,TX923778Z
TXDPS,TX01916H1
TXDPS,TX04330H1
TXDPS,TX24009H1
TXDPS,TX008015J
TXDPS,TX2200012
TXDPS,TX0614700
TXDPS,TX06147H1
TXDPS,TX1019200
TXDPS,TX10192H1
TXDPS,TX11105H1
TXDPS,TX22055H1
TXDPS,TX923779Z
TXDPS,TX10821H1
TXDPS,TX923507Z
TXDPS,TX061135J
TXDPS,TX0860500
TXDPS,TX08605H1
TXDPS,TX2122400
TXDPS,TX21224H1
TXDPS,TX23303H1
TXDPS,TX043017A
TXDPS,TX043027A
TXDPS,TX1261800
TXDPS,TX12618H1
TXDPS,TX20407H1
TXDPS,TX0110900
TXDPS,TX01109H1
TXDPS,TX01908H1
TXDPS,TX0433800
TXDPS,TX04338H1
TXDPS,TX0579200
TXDPS,TX05792H1
TXDPS,TX057A000
TXDPS,TX057A0H1
TXDPS,TX07308H1
TXDPS,TX0912500
TXDPS,TX09125H1
TXDPS,TX11005H1
TXDPS,TX17408H1
TXDPS,TX227025V
TXDPS,TXCBP3500
TXDPS,TXCBP6100
TXDPS,TXCBP8200
TXDPS,TXCBP8400
TXDPS,TXCBP8500
TXDPS,TXDPS9000
TXDPS,TX0920412
TXDPS,TXCBP6700
TXDPS,TX00705H1
TXDPS,TX22070HI
TXDPS,TXCBP9500
TXDPS,TXDOS0000
TXDPS,TX0081000
TXDPS,TX0211100
TXDPS,TX0751000
TXDPS,TX923780Z
TXDPS,TX00810H1
TXDPS,TX02111H1
TXDPS,TX0430812
TXDPS,TX0578500
TXDPS,TX05785H1
TXDPS,TX07510H1
TXDPS,TX0810900
TXDPS,TX08109H1
TXDPS,TX0843900
TXDPS,TX08439H1
TXDPS,TX0912600
TXDPS,TX09126H1
TXDPS,TX0912700
TXDPS,TX09127H1
TXDPS,TX1121000
TXDPS,TX11210H1
TXDPS,TX1782100
TXDPS,TX17821H1
TXDPS,TX1991100
TXDPS,TX19911H1
TXDPS,TX2341400
TXDPS,TX23414H1
TXDPS,TX2462900
TXDPS,TX24629H1
TXDPS,TX06006H1
TXDPS,TX0860600
TXDPS,TX08606H1
TXDPS,TX14709H1
TXDPS,TX2431500
TXDPS,TX24315H1
TXDPS,TX0341900
TXDPS,TX03419H1
TXDPS,TX0614800
TXDPS,TX06148H1
TXDPS,TX1084200
TXDPS,TX10842H1
TXDPS,TX129239E
TXDPS,TX1741200
TXDPS,TX17412H1
TXDPS,TX1940600
TXDPS,TX19406H1
TXDPS,TX0204200
TXDPS,TX02042H1
TXDPS,TX0350500
TXDPS,TX03505H1
TXDPS,TX0741400
TXDPS,TX07414H1
TXDPS,TX2020800
TXDPS,TX20208H1
TXDPS,TX21413H1
TXDPS,TX923781Z
TXDPS,TX0130600
TXDPS,TX01306H1
TXDPS,TX0130700
TXDPS,TX01307H1
TXDPS,TX014041J
TXDPS,TX079143J
TXDPS,TX0860700
TXDPS,TX08607H1
TXDPS,TX1019300
TXDPS,TX10193H1
TXDPS,TX105113J
TXDPS,TX2501100
TXDPS,TX25011H1
TXDPS,TX08503H1
TXDPS,TX11106H1
TXDPS,TX1651100
TXDPS,TX16511H1
TXDPS,TX17206H1
TXDPS,TX22070H1
TXDPS,TX2280700
TXDPS,TX22807H1
TXDPS,TX01418H1
TXDPS,TX0156100
TXDPS,TX01561H1
TXDPS,TX06121H1
TXDPS,TX1211000
TXDPS,TX12110H1
TXDPS,TX1230712
TXDPS,TX2290700
TXDPS,TX22907H1
TXDPS,TX24906H1
TXDPS,TX2501200
TXDPS,TX25012H1
TXDPS,TX00000HH
TXDPS,TX00713H1
TXDPS,TX1611100
TXDPS,TX16111H1
TXDPS,TX192015J
TXDPS,TX923782Z
TXDPS,TX923783Z
TXDPS,TX923784Z
TXDPS,TX923785Z
TXDPS,TX923786Z
TXDPS,TX0433900
TXDPS,TX04339H1
TXDPS,TX0912800
TXDPS,TX09128H1
TXDPS,TX220343J
TXDPS,TX923787Z
TXDPS,TX01914H1
TXDPS,TX08410X1
TXDPS,TX25008H1
TXDPS,TX0712900
TXDPS,TX07129H1
TXDPS,TX0230200
TXDPS,TX02302H1
TXDPS,TX1260012
TXDPS,TX1500900
TXDPS,TX15009H1
TXDPS,TX24705H1
TXDPS,TX05775H1
TXDPS,TX0713100
TXDPS,TX07131H1
TXDPS,TX0912900
TXDPS,TX09129H1
TXDPS,TX12706H1
TXDPS,TX1451200
TXDPS,TX14512H1
TXDPS,TX1782200
TXDPS,TX17822H1
TXDPS,TX036025J
TXDPS,TX057A100
TXDPS,TX057A1H1
TXDPS,TX058035J
TXDPS,TX108011N
TXDPS,TX108115J
TXDPS,TX159043J
TXDPS,TX105013N
TXDPS,TX22060H1
TXDPS,TX923790Z
TXDPS,TX923791Z
TXDPS,TXCIF0000
TXDPS,TXCIF00H1
TXDPS,TX0191800
TXDPS,TX01918H1
TXDPS,TX22107H1
TXDPS,TX23508H1
TXDPS,TX923788Z
TXDPS,TX923789Z
TXDPS,TX0032200
TXDPS,TX00322H1
TXDPS,TX010011J
TXDPS,TX01001H1
TXDPS,TX0702700
TXDPS,TX07027H1
TXDPS,TX05100H1
TXDPS,TX188093J
TXDPS,TX057241J
TXDPS,TX06205H1
TXDPS,TX158015J
TXDPS,TX158025J
TXDPS,TX227071J
TXDPS,TX2360800
TXDPS,TX23608H1
TXDPS,TX246081J
TXDPS,TX2463000
TXDPS,TX24630H1
TXDPS,TX923792Z
TXDPS,TX0191900
TXDPS,TX01919H1
TXDPS,TX0702800
TXDPS,TX07028H1
TXDPS,TX1261900
TXDPS,TX12619H1
TXDPS,TX141015J
TXDPS,TX1950700
TXDPS,TX19507H1
TXDPS,TX21217H1
TXDPS,TX0313900
TXDPS,TX03139H1
TXDPS,TX043081J
TXDPS,TX043091J
TXDPS,TX057251J
TXDPS,TX061091J
TXDPS,TX07017H1
TXDPS,TX0970600
TXDPS,TX09706H1
TXDPS,TX107045J
TXDPS,TX123061J
TXDPS,TX14620H1
TXDPS,TX220321J
TXDPS,TX246061A
TXDPS,TX070071J
TXDPS,TX12323H1
TXDPS,TX220331J
TXDPS,TX923020Z
TXDPS,TX923793Z
TXDPS,TX020101J
TXDPS,TX079031J
TXDPS,TX094021J
TXDPS,TX101191J
TXDPS,TX12313H1
TXDPS,TX1451300
TXDPS,TX14513H1
TXDPS,TX146041J
TXDPS,TX155091J
TXDPS,TX220341J
TXDPS,TX227081J
TXDPS,TX2341500
TXDPS,TX23415H1
TXDPS,TX923333Z
TXDPS,TX923334Z
TXDPS,TX923336Z
TXDPS,TXDI025H1
TXDPS,TX01412H1
TXDPS,TX015101J
TXDPS,TX0192000
TXDPS,TX01920H1
TXDPS,TX031061J
TXDPS,TX1084300
TXDPS,TX10843H1
TXDPS,TX1121100
TXDPS,TX11211H1
TXDPS,TX155101J
TXDPS,TX163041J
TXDPS,TX2011400
TXDPS,TX923794Z
TXDPS,TX923795Z
TXDPS,TX011041J
TXDPS,TX015111J
TXDPS,TX020111J
TXDPS,TX020173J
TXDPS,TX043125J
TXDPS,TX043135J
TXDPS,TX049063J
TXDPS,TX08108H1
TXDPS,TX086043J
TXDPS,TX091123J
TXDPS,TX227205J
TXDPS,TX084081J
TXDPS,TX181123J
TXDPS,TX220351J
TXDPS,TX2320900
TXDPS,TX23209H1
TXDPS,TX003103J
TXDPS,TX0204300
TXDPS,TX02043H1
TXDPS,TX027041J
TXDPS,TX05723H1
TXDPS,TX1019400
TXDPS,TX10194H1
TXDPS,TX123071J
TXDPS,TX1262000
TXDPS,TX12620H1
TXDPS,TX147013N
TXDPS,TX0011200
TXDPS,TX00112H1
TXDPS,TX0020300
TXDPS,TX00203H1
TXDPS,TX061163J
TXDPS,TX070081J
TXDPS,TX0741500
TXDPS,TX07415H1
TXDPS,TX079041J
TXDPS,TX091133J
TXDPS,TX190073J
TXDPS,TX227091J
TXDPS,TX238031J
TXDPS,TX2207100
TXDPS,TX020183J
TXDPS,TX043101J
TXDPS,TX061101J
TXDPS,TX091031J
TXDPS,TX20114H1
TXDPS,TX020065J
TXDPS,TX031071J
TXDPS,TX057A200
TXDPS,TX057A2H1
TXDPS,TX079051J
TXDPS,TX094031J
TXDPS,TX199011D
TXDPS,TX199031J
TXDPS,TX036021J
TXDPS,TX186093J
TXDPS,TX2341600
TXDPS,TX23416H1
TXDPS,TXCIF0100
TXDPS,TX007031J
TXDPS,TX015011D
TXDPS,TX015121J
TXDPS,TX101201J
TXDPS,TX101211J
TXDPS,TX10504H1
TXDPS,TX107031J
TXDPS,TX11206H1
TXDPS,TX1553600
TXDPS,TX166021J
TXDPS,TX1811500
TXDPS,TX18115H1
TXDPS,TX227101J
TXDPS,TX237021J
TXDPS,TX923796Z
TXDPS,TX923797Z
TXDPS,TX923798Z
TXDPS,TX923799Z
TXDPS,TX923800Z
TXDPS,TX025021J
TXDPS,TX043021D
TXDPS,TX057261J
TXDPS,TX084091J
TXDPS,TX0950700
TXDPS,TX09507H1
TXDPS,TX1052100
TXDPS,TX10521H1
TXDPS,TX11003H1
TXDPS,TX183015J
TXDPS,TX199053J
TXDPS,TX10909H1
TXDPS,TX20303H1
TXDPS,TX233025J
TXDPS,TXUSM12S0
TXDPS,TX0579300
TXDPS,TX05793H1
TXDPS,TX061111J
TXDPS,TX0681300
TXDPS,TX06813H1
TXDPS,TX096023J
TXDPS,TX194015J
TXDPS,TX194025J
TXDPS,TX07801H1
TXDPS,TX183043J
TXDPS,TX0120200
TXDPS,TX084173J
TXDPS,TX175021J
TXDPS,TX20402H1
TXDPS,TX210025J
TXDPS,TX0600700
TXDPS,TX06007H1
TXDPS,TX064063J
TXDPS,TX064073J
TXDPS,TX0702900
TXDPS,TX07029H1
TXDPS,TX1721000
TXDPS,TX17210H1
TXDPS,TX180015J
TXDPS,TX196011J
TXDPS,TX2275300
TXDPS,TX923802Z
TXDPS,TX196021J
TXDPS,TX2275400
TXDPS,TX22754H1
TXDPS,TX020121J
TXDPS,TX923801Z
TXDPS,TX0142500
TXDPS,TX023015J
TXDPS,TX063025J
TXDPS,TX0792400
TXDPS,TX07924H1
TXDPS,TX1292300
TXDPS,TX12923H1
TXDPS,TX170085J
TXDPS,TX173015J
TXDPS,TX189011J
TXDPS,TX199063J
TXDPS,TX220361J
TXDPS,TX2463100
TXDPS,TX24631H1
TXDPS,TX0204400
TXDPS,TX02044H1
TXDPS,TX0741600
TXDPS,TX07416H1
TXDPS,TX0741700
TXDPS,TX07417H1
TXDPS,TX0792500
TXDPS,TX07925H1
TXDPS,TX105055J
TXDPS,TX10729H1
TXDPS,TX184083J
TXDPS,TX2030600
TXDPS,TX20306H1
TXDPS,TX2431600
TXDPS,TX24316H1
TXDPS,TX0192100
TXDPS,TX01921H1
TXDPS,TX12503H1
TXDPS,TX923804Z
TXDPS,TX0913000
TXDPS,TX09130H1
TXDPS,TX15533H1
TXDPS,TX1751800
TXDPS,TX17518H1
TXDPS,TX2030700
TXDPS,TX20307H1
TXDPS,TX015131J
TXDPS,TX079013K
TXDPS,TX105123J
TXDPS,TX1300600
TXDPS,TX13006H1
TXDPS,TX18303H1
TXDPS,TX2207200
TXDPS,TX22072H1
TXDPS,TX049073J
TXDPS,TX150021J
TXDPS,TX1811600
TXDPS,TX18116H1
TXDPS,TX923807Z
TXDPS,TX0434000
TXDPS,TX04340H1
TXDPS,TX046083J
TXDPS,TX086053J
TXDPS,TX086063J
TXDPS,TX086073J
TXDPS,TX1121200
TXDPS,TX11212H1
TXDPS,TX003031J
TXDPS,TX029015J
TXDPS,TX036093J
TXDPS,TX057A300
TXDPS,TX057A3H1
TXDPS,TX061015D
TXDPS,TX061121J
TXDPS,TX1021700
TXDPS,TX10217H1
TXDPS,TX11307H1
TXDPS,TX1651200
TXDPS,TX16512H1
TXDPS,TX1782300
TXDPS,TX17823H1
TXDPS,TX246013B
TXDPS,TX923803Z
TXDPS,TX046035J
TXDPS,TX0614900
TXDPS,TX06149H1
TXDPS,TX08425H1
TXDPS,TX08504H1
TXDPS,TX094041J
TXDPS,TX108203J
TXDPS,TX108213J
TXDPS,TX181133J
TXDPS,TX227111J
TXDPS,TX247025J
TXDPS,TX01425H1
TXDPS,TX11108H1
TXDPS,TX923805Z
TXDPS,TX923806Z
TXDPS,TX068085J
TXDPS,TX1262100
TXDPS,TX12621H1
TXDPS,TX14611H1
TXDPS,TX14611HI
TXDPS,TX17602H1
TXDPS,TX18110H1
TXDPS,TX22753H1
TXDPS,TX0844000
TXDPS,TX08440H1
TXDPS,TX094015J
TXDPS,TX0941400
TXDPS,TX094140H
TXDPS,TX0950800
TXDPS,TX09508H1
TXDPS,TX1211100
TXDPS,TX12111H1
TXDPS,TX923808Z
TXDPS,TX923809Z
TXDPS,TX923810Z
TXDPS,TX923813Z
TXDPS,TX0156200
TXDPS,TX01562H1
TXDPS,TX018083J
TXDPS,TX2275500
TXDPS,TX22755H1
TXDPS,TX03702H1
TXDPS,TX053015J
TXDPS,TX061131J
TXDPS,TX0830300
TXDPS,TX08303H1
TXDPS,TX1522800
TXDPS,TX15228H1
TXDPS,TX1910700
TXDPS,TX19107H1
TXDPS,TX202015J
TXDPS,TX227215J
TXDPS,TX2501300
TXDPS,TX25013H1
TXDPS,TX0844100
TXDPS,TX08441H1
TXDPS,TX1073500
TXDPS,TX10735H1
TXDPS,TX11620H1
TXDPS,TX1560100
TXDPS,TX15601H1
TXDPS,TX0314000
TXDPS,TX03140H1
TXDPS,TX09414H1
TXDPS,TX061141J
TXDPS,TX12506H1
TXDPS,TX15803H1
TXDPS,TX1881200
TXDPS,TX18812H1
TXDPS,TX23507H1
TXDPS,TX0271400
TXDPS,TX02714H1
TXDPS,TX079061J
TXDPS,TX2491400
TXDPS,TX24914H1
TXDPS,TX057A400
TXDPS,TX057A4H1
TXDPS,TX0615000
TXDPS,TX06150H1
TXDPS,TX105133J
TXDPS,TX12201H1
TXDPS,TX15002H1
TXDPS,TX094051J
TXDPS,TX1262200
TXDPS,TX12622H1
TXDPS,TX1553700
TXDPS,TX15537H1
TXDPS,TX19505H1
TXDPS,TX00000DC
TXDPS,TX036023A
TXDPS,TX093015J
TXDPS,TX1001200
TXDPS,TX10012H1
TXDPS,TX1462100
TXDPS,TX14621H1
TXDPS,TX020131J
TXDPS,TX031081J
TXDPS,TX031193J
TXDPS,TX061145J
TXDPS,TX070103J
TXDPS,TX093025J
TXDPS,TX101803J
TXDPS,TX12609H1
TXDPS,TX14103H1
TXDPS,TX151015J
TXDPS,TX155153J
TXDPS,TX1782400
TXDPS,TX17824H1
TXDPS,TX2463200
TXDPS,TX24632H1
TXDPS,TX0741800
TXDPS,TX07418H1
TXDPS,TX1330900
TXDPS,TX13309H1
TXDPS,TX0192200
TXDPS,TX01922H1
TXDPS,TX032015J
TXDPS,TX032025J
TXDPS,TX081011J
TXDPS,TX222063J
TXDPS,TX222073J
TXDPS,TX246133J
TXDPS,TX0913100
TXDPS,TX09131H1
TXDPS,TX249041J
TXDPS,TX16904H1
TXDPS,TX0071600
TXDPS,TX046093J
TXDPS,TX048063J
TXDPS,TX122015J
TXDPS,TX221055J
TXDPS,TX00716H1
TXDPS,TX014065J
TXDPS,TX0157100
TXDPS,TX01571H1
TXDPS,TX030015J
TXDPS,TX030063J
TXDPS,TX037031J
TXDPS,TX037041J
TXDPS,TX037051J
TXDPS,TX043173J
TXDPS,TX057A500
TXDPS,TX057A5H1
TXDPS,TX12505H1
TXDPS,TX220295J
TXDPS,TXDPSCL00
TXDPS,TXDPSCLE0
TXDPS,TX027073J
TXDPS,TX052015J
TXDPS,TX080053J
TXDPS,TX120015J
TXDPS,TX142013C
TXDPS,TX16207H1
TXDPS,TX061173J
TXDPS,TX0615100
TXDPS,TX06151H1
TXDPS,TX071223J
TXDPS,TX075073J
TXDPS,TX129041J
TXDPS,TX149083J
TXDPS,TX157015J
TXDPS,TX157025J
TXDPS,TX1751900
TXDPS,TX17519H1
TXDPS,TX19001H1
TXDPS,TX201021J
TXDPS,TX214011J
TXDPS,TX233053J
TXDPS,TX237031J
TXDPS,TX025073J
TXDPS,TX086083J
TXDPS,TX100083J
TXDPS,TX107041J
TXDPS,TX114063J
TXDPS,TX114073J
TXDPS,TX141043J
TXDPS,TX170133J
TXDPS,TX181051J
TXDPS,TX21902H1
TXDPS,TX233063J
TXDPS,TX238023J
TXDPS,TX238073J
TXDPS,TX923814Z
TXDPS,TX923815Z
TXDPS,TX923816Z
TXDPS,TX014013B
TXDPS,TX025063J
TXDPS,TX025083J
TXDPS,TX030011J
TXDPS,TX031203J
TXDPS,TX057271J
TXDPS,TX071031J
TXDPS,TX082073J
TXDPS,TX123153J
TXDPS,TX123163J
